,customer_id,customername,city_id
204,205,Eric Griffith,480
205,206,Anna Ferguson,527
206,207,Scott Lewis,758
207,208,Eric Griffith,295
208,209,Anna Ferguson,795
209,210,Scott Lewis,1152
210,211,Eric Griffith,38
211,212,Anna Ferguson,429
212,213,David Figueroa,1019
213,214,Theresa Medina,519
214,215,Theresa Medina,578
215,216,Mary Smith,178
216,217,Lance Cain,693
217,218,Alexandra Moran,282
218,219,Sara Castro,1130
219,220,Shawn Leach,513
220,221,Mark Boyle,1142
221,222,John Stevens,1129
222,223,Lisa Graham,287
223,224,Nancy Jones,212
224,225,Nancy Jones,537
225,226,Nancy Jones,460
226,227,Darryl Robbins,448
227,228,Kimberly Smith,305
228,229,Kimberly Smith,1092
229,230,Maria Thomas,1005
230,231,Nicholas Johnson,1012
231,232,Maria Thomas,89
232,233,Nicholas Johnson,38
233,234,Dawn Howard,24
234,235,Dawn Howard,652
235,236,Dawn Howard,319
236,237,Jennifer Marshall,712
237,238,Frank Garcia,421
238,239,Terri Madden,995
239,240,Terri Madden,33
240,241,James Gutierrez,1063
241,242,James Gutierrez,383
242,243,Morgan Sellers,126
243,244,Morgan Sellers,224
244,245,Caitlin Thomas,964
245,246,Kimberly Greene,996
246,247,Tammy Anthony,485
247,248,Jennifer Chase,1079
248,249,Cassandra Farley,392
249,250,Tammy Anthony,149
250,251,Jennifer Chase,477
251,252,Cassandra Farley,258
252,253,Justin Vasquez,1007
253,254,Melissa Morales,1047
254,255,Tyler Thompson,761
255,256,Heidi Davis,986
256,257,Heidi Davis,576
257,258,Charles Lane,876
258,259,Joyce Good MD,526
259,260,Maria Miller,618
260,261,Terry Mcdaniel,467
261,262,Lisa Jacobs,1112
262,263,Jeff Duncan,143
263,264,Pamela Jones,427
264,265,Renee Robinson,1119
265,266,Renee Robinson,323
266,267,Jessica Kidd,317
267,268,Nicholas Martin,330
268,269,Jessica Kidd,94
269,270,Nicholas Martin,581
270,271,Jessica Kidd,315
271,272,Nicholas Martin,800
272,273,David Brown,987
273,274,Amber Moore,403
274,275,Amber Moore,303
275,276,James Williams,752
276,277,Karina Barr,349
277,278,Karina Barr,812
278,279,Meghan Rush,198
279,280,Bianca Brown,286
280,281,Bianca Brown,133
281,282,Timothy Jensen,1165
282,283,Timothy Jensen,972
283,284,Melinda Montoya,682
284,285,Melinda Montoya,827
285,286,Tammy Bell,1049
286,287,Tammy Bell,182
287,288,Tammy Bell,206
288,289,Connie Richards,331
289,290,Peter Ward,304
290,291,Connie Richards,59
291,292,Peter Ward,605
292,293,Jonathan Alvarez,121
293,294,Becky Hodges,446
294,295,Jonathan Alvarez,1137
295,296,Becky Hodges,1182
296,297,Larry Hill,90
297,298,Amber Moon,646
298,299,Larry Hill,800
299,300,Amber Moon,310
300,301,Cynthia Wilcox,737
301,302,Cynthia Wilcox,694
302,303,Rebecca Wright,230
303,304,Sarah Flores,1150
304,305,Rebecca Wright,860
305,306,Sarah Flores,275
306,307,Carol Norman,325
307,308,Stephanie Gardner,724
308,309,Philip Baker,183
309,310,Randall Dennis,780
310,311,Suzanne Cross,779
311,312,Suzanne Cross,378
312,313,Suzanne Cross,271
313,314,Jasmine Delgado,489
314,315,Kristen Harper,598
315,316,Jasmine Delgado,728
316,317,Kristen Harper,361
317,318,Kaitlyn Graham MD,212
318,319,Dean Avila,816
319,320,Dean Avila,448
320,321,Dean Avila,1099
321,322,Megan Mack,338
322,323,Megan Mack,46
323,324,Heather Johnson,466
324,325,Tina Davies,673
325,326,Matthew Harris,18
326,327,Matthew Harris,80
327,328,Christopher Kirk,241
328,329,Eric Stevens,874
329,330,Christopher Kirk,335
330,331,Eric Stevens,590
331,332,James Dickerson,309
332,333,James Jones,407
333,334,Hannah Hendricks,105
334,335,Brett Mullins,281
335,336,Ms. Kim Jordan,986
336,337,Marcus Santiago,426
337,338,Marcus Santiago,594
338,339,Marcus Santiago,408
339,340,Jill Perez,1011
340,341,Jill Perez,231
341,342,Jill Perez,937
342,343,Courtney Williams,629
343,344,Jordan Hahn,390
344,345,William Cook,357
345,346,Stephanie Hayes,862
346,347,Stephanie Hayes,618
347,348,Melissa Wise,1045
348,349,Elizabeth Gonzalez,886
349,350,Elizabeth Gonzalez,489
350,351,Elizabeth Gonzalez,257
351,352,Mr. Eric Lopez,1103
352,353,Benjamin Higgins,142
353,354,Benjamin Higgins,778
354,355,Brett Sutton,752
355,356,Anna Blackburn,1136
356,357,Michelle Bailey,542
357,358,Brett Sutton,726
358,359,Anna Blackburn,510
359,360,Michelle Bailey,1047
360,361,Brett Sutton,372
361,362,Anna Blackburn,823
362,363,Michelle Bailey,761
363,364,Brett Sutton,813
364,365,Anna Blackburn,1166
365,366,Michelle Bailey,1030
366,367,Sara Peterson,754
367,368,Katherine Williams,754
368,369,Katherine Williams,206
369,370,Katherine Williams,447
370,371,Cory Evans,89
371,372,Cory Evans,542
372,373,Cory Evans,994
373,374,Cory Evans,933
374,375,Michael Rodriguez,575
375,376,Michael Rodriguez,646
376,377,John Munoz,1115
377,378,David Clark,985
378,379,April Welch,1038
379,380,April Welch,840
380,381,Alan Livingston,553
381,382,Angela Jackson,1155
382,383,Amy Williams,616
383,384,Laura Jordan,940
384,385,Richard Maynard,481
385,386,Lawrence Oliver,970
386,387,Anthony Williams,1064
387,388,Anthony Williams,439
388,389,Lynn Matthews,140
389,390,Andrew Griffin,650
390,391,Andrew Griffin,348
391,392,Andrew Griffin,1091
392,393,Megan Williams,603
393,394,Alison Martin,758
394,395,Samuel Wallace,348
395,396,Manuel Stark,789
396,397,William Villarreal,978
397,398,Brandon Kirk,1123
398,399,Abigail Brown,868
399,400,Kristine Carter,915
400,401,Wesley Deleon,308
401,402,Wesley Deleon,1170
402,403,Laura Cole,1029
403,404,Lauren Harris,833
404,405,Lauren Harris,1061
405,406,Lauren Harris,710
406,407,Cameron Miller,502
407,408,Jacob Carpenter,1032
408,409,Pamela Callahan DVM,15
409,410,William Ruiz,194
410,411,Paula Marshall,402
411,412,Natalie Cox,1172
412,413,Andrew Fernandez,436
413,414,Andrew Fernandez,271
414,415,Andrew Fernandez,284
415,416,Alisha Saunders,507
416,417,Travis Chandler DDS,830
417,418,Russell Austin,438
418,419,Collin Cameron,760
419,420,Elizabeth Hernandez,124
420,421,William Russell,592
421,422,Sheri Berg,355
422,423,William Russell,982
423,424,Sheri Berg,979
424,425,Anthony Barnett,632
425,426,Kaitlyn Flores,439
426,427,Rebecca Owen,101
427,428,Michael Bell,994
428,429,Michael Bell,268
429,430,Willie Huynh,746
430,431,Willie Huynh,497
431,432,Samuel Hayes,209
432,433,Samuel Hayes,700
433,434,Sherry Tran,734
434,435,Sherry Tran,826
435,436,Sherry Tran,153
436,437,Heather Gray,1108
437,438,Benjamin Meadows,394
438,439,Micheal Graham,1192
439,440,Benjamin Meadows,972
440,441,Micheal Graham,107
441,442,Benjamin Meadows,600
442,443,Micheal Graham,591
443,444,Jean Jackson,255
444,445,Jean Jackson,43
445,446,Jean Jackson,758
446,447,Jean Jackson,309
447,448,Timothy Murphy,78
448,449,Timothy Murphy,648
449,450,Mrs. Jennifer Lewis,271
450,451,Mrs. Jennifer Lewis,844
451,452,Mrs. Jennifer Lewis,667
452,453,Bryan Brown,756
453,454,Christopher Johnson,5
454,455,Christina Conner,186
455,456,Luis Luna,888
456,457,Christina Conner,400
457,458,Luis Luna,367
458,459,Christina Conner,1073
459,460,Luis Luna,315
460,461,Julie Chavez,28
461,462,Richard Blair,428
462,463,Richard Blair,1025
463,464,Richard Blair,698
464,465,Mitchell Lester,170
465,466,Mr. John Tyler PhD,47
466,467,Juan Kelly,437
467,468,Mitchell Lester,1091
468,469,Mr. John Tyler PhD,148
469,470,Juan Kelly,827
470,471,Morgan Mccarthy,794
471,472,Morgan Sullivan,925
472,473,Eric Clark,418
473,474,Eric Clark,939
474,475,Mark Padilla,1076
475,476,Anthony Lane,292
476,477,Jeffrey Henderson,143
477,478,Michelle Hardy,428
478,479,Jeffrey Henderson,109
479,480,Michelle Hardy,383
480,481,Ms. Barbara Cervantes,790
481,482,Ms. Barbara Cervantes,1161
482,483,Steven Proctor,173
483,484,Shannon Patterson,93
484,485,William Valdez,45
485,486,William Valdez,857
486,487,William Valdez,1143
487,488,Laura Yu,317
488,489,Jonathan Mcmillan,280
489,490,Jonathan Mcmillan,846
490,491,Austin Davis,624
491,492,Mark Roy,1043
492,493,Austin Davis,157
493,494,Mark Roy,858
494,495,Jillian Williams,28
495,496,Rebekah Carter,962
496,497,Jonathan Reed,120
497,498,Jillian Williams,109
498,499,Rebekah Carter,244
499,500,Jonathan Reed,247
500,501,Roger Harris,118
501,502,Roger Harris,108
502,503,Roger Harris,495
503,504,Louis Jimenez,250
504,505,Jessica Jones,748
505,506,Renee Gomez,1115
506,507,Connie Olson,601
507,508,Louis Jimenez,358
508,509,Jessica Jones,1067
509,510,Renee Gomez,449
510,511,Connie Olson,530
511,512,Christian Jones,1182
512,513,Matthew Kelley,459
513,514,Candace Martinez,863
514,515,Jacob Mann,1150
515,516,Keith Reese,738
516,517,Aaron Jones,818
517,518,Aaron Jones,803
518,519,Christopher Brooks,618
519,520,Charles Moore,119
520,521,Charles Moore,951
521,522,Manuel Walls,8
522,523,Darren Moore,739
523,524,Stephanie Thomas,630
524,525,Kristy Hernandez,419
525,526,Darren Moore,545
526,527,Stephanie Thomas,571
527,528,Kristy Hernandez,463
528,529,Randy Johnson,920
529,530,Randy Johnson,352
530,531,Randy Johnson,404
531,532,James Benitez,94
532,533,Donald York,308
533,534,Tiffany Parker,168
534,535,Donald York,874
535,536,Tiffany Parker,932
536,537,Melissa Mcknight,167
537,538,Melissa Mcknight,1085
538,539,Melissa Mcknight,1128
539,540,Mr. Jack Mercado,658
540,541,Christian Jones,135
541,542,Rachel Fisher,943
542,543,Donald Moore,609
543,544,William Wu,166
544,545,Jesus Zuniga,594
545,546,Michael Gallegos,413
546,547,Robert Daniels,839
547,548,Michael Gallegos,286
548,549,Robert Daniels,317
549,550,Jill Jones,433
550,551,Jill Jones,485
551,552,Elizabeth Miller,500
552,553,Sabrina Clark,668
553,554,Larry Casey,415
554,555,Daniel Burns,999
555,556,James Tanner,11
556,557,Leonard Gonzalez,783
557,558,Richard Lee,274
558,559,Matthew Schroeder,467
559,560,Leonard Gonzalez,80
560,561,Richard Lee,992
561,562,Matthew Schroeder,303
562,563,Marcus Flores,730
563,564,Tonya Long,211
564,565,Michael Chambers,208
565,566,Kaylee Glover,16
566,567,Pamela Patterson,253
567,568,Kaylee Glover,99
568,569,Pamela Patterson,121
569,570,Kaylee Glover,1020
570,571,Pamela Patterson,746
571,572,Ronald Mckinney,363
572,573,James Hart,160
573,574,Ronald Mckinney,588
574,575,James Hart,853
575,576,Rhonda Harris,459
576,577,Randy Fisher,134
577,578,James Hernandez,55
578,579,James Hernandez,1043
579,580,Brenda Murphy,211
580,581,Brenda Murphy,278
581,582,Brenda Murphy,66
582,583,Andrew Kirby,1178
583,584,Justin Thomas,419
584,585,Jillian Johnson MD,854
585,586,William Martin,87
586,587,Mark Dixon,440
587,588,Mark Dixon,947
588,589,Mark Dixon,902
589,590,Alicia Allen,681
590,591,Cynthia Meyer,599
591,592,Brandon Norton,424
592,593,Christina Scott,633
593,594,Andrew Macias,1164
594,595,Alejandro Williams,857
595,596,Mark Rodriguez,1071
596,597,Sarah Montgomery,1127
597,598,Marisa Prince,826
598,599,James Bonilla,80
599,600,Robin Myers,365
600,601,Nancy Sanchez,749
601,602,Sydney Walls,1070
602,603,Nancy Sanchez,888
603,604,Sydney Walls,551
604,605,Deborah Hoffman,560
605,606,Deborah Hoffman,301
606,607,Megan Williams,20
607,608,Megan Williams,773
608,609,Shane Clark,683
609,610,Steven Haynes,1138
610,611,Kimberly Fuller,464
611,612,Angela Lyons,896
612,613,Angela Lyons,59
613,614,Betty Tucker,942
614,615,Brianna Hunt,258
615,616,Cathy Clark,545
616,617,Nicole Warren,46
617,618,Richard Castaneda,233
618,619,Sarah Torres,747
619,620,Richard Castaneda,1178
620,621,Sarah Torres,223
621,622,Vanessa Deleon,748
622,623,Richard Lyons,769
623,624,Eric Adams,883
624,625,Chad Brown,406
625,626,Kayla Becker,249
626,627,Ashley Freeman,325
627,628,Scott Harris,913
628,629,John James,557
629,630,Jesse Bond,779
630,631,Brandon Hughes,443
631,632,Lynn Reynolds,624
632,633,Brandon Hughes,382
633,634,Lynn Reynolds,308
634,635,Ronald Good,973
635,636,Kyle Baker,333
636,637,Kyle Baker,31
637,638,Michael Rivera,112
638,639,Michael Rivera,421
639,640,Lori Adkins,70
640,641,Lori Adkins,1164
641,642,Luis Warner,842
642,643,Donald Perry,1157
643,644,Donald Perry,1032
644,645,Adam Stevens,964
645,646,Kimberly Johnson,1067
646,647,Kelly Jones,427
647,648,Kimberly Johnson,346
648,649,Kelly Jones,530
649,650,Ashley Petty,22
650,651,Crystal Ross,218
651,652,Alexis Duffy,294
652,653,Stephanie Sanchez,887
653,654,Reginald Espinoza,748
654,655,Sandra Hicks,17
655,656,Sandra Hicks,964
656,657,Olivia Orozco,382
657,658,Larry Moore,401
658,659,Mrs. Rachel Cannon DDS,843
659,660,Daniel Flowers,1024
660,661,Randy Acosta,253
661,662,Deborah Williams,892
662,663,Robert Michael,1097
663,664,Danny Ramirez,286
664,665,Danny Ramirez,456
665,666,Stephen Baker,309
666,667,Jeffrey Wilcox,94
667,668,Stephen Baker,441
668,669,Jeffrey Wilcox,2
669,670,James Clarke,555
670,671,Julia Gallagher,611
671,672,Ronald Frey Jr.,98
672,673,James Clarke,1193
673,674,Julia Gallagher,28
674,675,Ronald Frey Jr.,539
675,676,Megan Charles,85
676,677,Megan Charles,1105
677,678,Amy Duran MD,1147
678,679,Amy Duran MD,129
679,680,Amy Duran MD,298
680,681,Christopher Thomas,819
681,682,Christopher Thomas,640
682,683,Peter Castro,349
683,684,Peter Castro,493
684,685,Steven Acosta,638
685,686,Lindsay Jackson,1090
686,687,Kelly Smith,826
687,688,Sabrina Hartman,1056
688,689,Kelly Smith,145
689,690,Sabrina Hartman,148
690,691,Kelly Smith,942
691,692,Sabrina Hartman,728
692,693,Kelly Smith,726
693,694,Sabrina Hartman,775
694,695,Cynthia Smith,770
695,696,Olivia Dickerson,11
696,697,Whitney Stout,1130
697,698,Stephanie Flores,812
698,699,Gregory English,547
699,700,Natalie Maxwell,992
700,701,Tina Blake,797
701,702,Clarence Cooke,699
702,703,Tina Blake,540
703,704,Clarence Cooke,1174
704,705,Tamara Guzman,700
705,706,Tamara Guzman,701
706,707,Marissa Hartman,191
707,708,Sara Garcia,97
708,709,Kathryn Rogers,793
709,710,Kyle Dickson,242
710,711,Jacob Decker,360
711,712,Aaron Johnson,2
712,713,Aaron Johnson,889
713,714,William Morse,1144
714,715,Carrie Smith,828
715,716,William Morse,382
716,717,Carrie Smith,921
717,718,Vincent Roth,846
718,719,Andrew Benson,197
719,720,Jason Wilson,294
720,721,Colin Patterson,717
721,722,Colin Patterson,122
722,723,Eric Bates,671
723,724,Steven Keith,276
724,725,Seth Rodriguez,575
725,726,Lauren Jones,887
726,727,Thomas Wallace,1093
727,728,Mr. Daniel Wilson,958
728,729,Julie Smith MD,574
729,730,Lauren Jones,1015
730,731,Thomas Wallace,360
731,732,Mr. Daniel Wilson,852
732,733,Julie Smith MD,422
733,734,Carol Mitchell,53
734,735,Carol Mitchell,308
735,736,Carol Mitchell,788
736,737,John Thompson,488
737,738,Debra Rodriguez,1017
738,739,Erin Vasquez,155
739,740,Clayton Lara,367
740,741,Clayton Lara,376
741,742,Clayton Lara,443
742,743,Clayton Lara,898
743,744,Tony Ray,574
744,745,Steven Frey,117
745,746,Stephanie Leonard,1035
746,747,Crystal Chambers,184
747,748,Robert White,949
748,749,Sylvia Barron,637
749,750,Tony Ray,482
750,751,Steven Frey,386
751,752,Stephanie Leonard,514
752,753,Crystal Chambers,583
753,754,Robert White,940
754,755,Sylvia Barron,6
755,756,Marcus Brown,434
756,757,Annette Pierce,156
757,758,Marcus Brown,834
758,759,Annette Pierce,174
759,760,Donald Hernandez,1190
760,761,Megan Davis,829
761,762,Robert Brooks,28
762,763,Miguel Alvarez,665
763,764,Jennifer Arnold,1108
764,765,Jennifer Arnold,126
765,766,Jessica Blankenship,614
766,767,Peggy Campos,536
767,768,Craig Ortega,417
768,769,Johnny Simon,1162
769,770,Keith Brooks,263
770,771,Jason Martinez,607
771,772,Steven Herrera,318
772,773,Beverly Lamb,387
773,774,Beverly Lamb,616
774,775,Michael Williams,860
775,776,Zachary Carpenter,889
776,777,Timothy Baker,1125
777,778,Adam James,245
778,779,Katrina Wood,827
779,780,James Murray,345
780,781,Mr. Nathaniel Reeves,12
781,782,Jodi Wood,725
782,783,Dr. Thomas Peterson,942
783,784,Mario Hall,421
784,785,Justin Rosales,448
785,786,Autumn Lee,1069
786,787,Victoria Duran,595
787,788,Barry Garcia,881
788,789,Dawn Webb,483
789,790,Patricia Sanford,406
790,791,William Walters,834
791,792,Emma Scott,931
792,793,Sabrina Buckley,1087
793,794,Emma Scott,75
794,795,Sabrina Buckley,647
795,796,Robert Rojas,979
796,797,Eric Johnson,1100
797,798,Heather Parker,1192
798,799,Thomas Matthews,420
799,800,Kimberly Beard,1120
800,801,Lydia Donovan,354
801,802,Lydia Donovan,660
802,803,Edward Johnson,795
803,804,Ricky Smith,242
804,805,Mr. Ralph Garcia Jr.,566
805,806,Mr. Ralph Garcia Jr.,795
806,807,Mr. Ralph Garcia Jr.,417
807,808,Malik Walker,148
808,809,Tanya Walker,1035
809,810,Sherri Ferguson DVM,55
810,811,Kristin Hart,451
811,812,Jim Johnson,506
812,813,David Hamilton,628
813,814,Michael Jimenez,1075
814,815,Angela Norman,69
815,816,Denise Mcdaniel,931
816,817,Michael Rodriguez,1097
817,818,Matthew Huff,794
818,819,Linda Little,687
819,820,Michael Rodriguez,157
820,821,Matthew Huff,486
821,822,Linda Little,617
822,823,Kerri Andrews,1003
823,824,Kerri Andrews,697
824,825,Jeffrey Johnson III,1021
825,826,Daniel Dixon,426
826,827,Tiffany Robinson,980
827,828,Mr. Gregg Sawyer,593
828,829,John Silva,331
829,830,Nathan Moss,19
830,831,Donald Medina,1032
831,832,Charles Henderson,323
832,833,Brenda Davis,376
833,834,Leah Calderon,334
834,835,Brandi Vasquez,758
835,836,Debra Richards,495
836,837,Tammy Day,956
837,838,Sheila Clay,284
838,839,Nicholas Flores,96
839,840,Jasmin Jones,770
840,841,Matthew Gardner,43
841,842,Matthew Gardner,156
842,843,Joseph Perkins,1135
843,844,Ashley Adams MD,118
844,845,Joseph Perkins,175
845,846,Ashley Adams MD,984
846,847,Cheryl Stevens,547
847,848,Jorge George,537
848,849,Ann Mooney,263
849,850,James Mendoza,1070
850,851,Kaitlin Garrison,558
851,852,James Mendoza,320
852,853,Kaitlin Garrison,251
853,854,Jeremy Jackson,428
854,855,Dale Craig,1012
855,856,Joseph Hooper,197
856,857,Alexander Adams,1156
857,858,Ashlee Mills,839
858,859,Brittany Jenkins,918
859,860,Eddie Gonzales,331
860,861,Brittany Jenkins,623
861,862,Eddie Gonzales,237
862,863,Edward Valencia,982
863,864,Emma Bruce,363
864,865,Emma Bruce,377
865,866,Carl Wade DDS,29
866,867,Brandon Alvarado,810
867,868,Jennifer Clark,78
868,869,David Johnson,1077
869,870,April Marquez,442
870,871,Joseph Guerrero,704
871,872,Michael Hanson,1167
872,873,April Marquez,78
873,874,Joseph Guerrero,484
874,875,Michael Hanson,2
875,876,William Hill,153
876,877,Kelsey Huber,428
877,878,Hailey Chandler,971
878,879,Cheyenne Rose,322
879,880,Richard Petersen,247
880,881,Cheyenne Rose,868
881,882,Richard Petersen,389
882,883,Kathryn Gray,931
883,884,Victor Collins,414
884,885,Jason Hernandez,654
885,886,Jacob Torres,467
886,887,Erin Hernandez,1173
887,888,Jacob Guzman,511
888,889,Mike Armstrong,942
889,890,Cindy Rowland,264
890,891,Kenneth Matthews,400
891,892,Susan Valdez,775
892,893,Stephanie Manning,514
893,894,Logan Galloway,100
894,895,Stephanie Manning,748
895,896,Logan Galloway,495
896,897,Stephanie Manning,39
897,898,Logan Galloway,1005
898,899,Christopher Stone,670
899,900,Megan Pitts,510
900,901,Richard Gardner,1008
901,902,Samuel Moore,1024
902,903,Robert Stokes,325
903,904,Danielle Ramirez,468
904,905,Samuel Moore,227
905,906,Robert Stokes,853
906,907,Danielle Ramirez,115
907,908,Taylor White,1168
908,909,Taylor White,497
909,910,Jordan Krause,1043
910,911,Kimberly King,374
911,912,Kimberly King,1138
912,913,Sharon Russell,55
913,914,Kevin Cooper,430
914,915,Darrell Ramos,783
915,916,Dr. Terry Alvarado,604
916,917,Kathy Wilson,906
917,918,Kathy Wilson,989
918,919,Brandon Le,732
919,920,Mary Wright,437
920,921,Douglas Reynolds,122
921,922,Leroy Harris,795
922,923,Leroy Harris,601
923,924,Ricardo Dixon,683
924,925,Debra Smith,131
925,926,Jasmine James,89
926,927,Felicia Morton,1041
927,928,Sylvia Jenkins,690
928,929,Elizabeth White,265
929,930,Elizabeth White,326
930,931,Steven Steele,477
931,932,Amanda Ramirez,39
932,933,Kyle Jackson,724
933,934,Sharon Wilkins,1173
934,935,Austin Hammond,59
935,936,Jessica Barajas,568
936,937,Jamie Jimenez,117
937,938,James Carter,249
938,939,Jessica Barajas,136
939,940,Jamie Jimenez,814
940,941,James Carter,397
941,942,John Williams,1024
942,943,John Williams,79
943,944,John Williams,471
944,945,Alicia Oneill,46
945,946,Rebecca Huff,324
946,947,Diana Scott,802
947,948,Alicia Oneill,661
948,949,Rebecca Huff,1021
949,950,Diana Scott,710
950,951,Brian Young,373
951,952,Susan Wright,574
952,953,Kayla Banks,882
953,954,Zachary Pierce,491
954,955,Nicolas Owen,870
955,956,Martha Carney,1171
956,957,Francisco Hicks,1045
